trial,target_g,time_s,raw,voltage
30,400,1.470,57053,2.8729
30,400,1.521,56845,2.8624
30,400,1.573,57309,2.8858
30,400,1.624,57117,2.8761
30,400,1.675,56797,2.8600
30,400,1.727,57069,2.8737
30,400,1.778,56733,2.8568
30,400,1.829,57341,2.8874
30,400,1.880,56845,2.8624
30,400,1.932,57053,2.8729
30,400,1.983,57037,2.8721
30,400,2.034,56973,2.8689
30,400,2.085,57117,2.8761
30,400,2.136,56861,2.8632
30,400,2.187,56589,2.8495
30,400,2.238,56653,2.8527
30,400,2.290,57085,2.8745
30,400,2.341,57293,2.8850
30,400,2.392,57309,2.8858
30,400,2.444,56845,2.8624
30,400,2.495,57165,2.8785
30,400,2.546,56765,2.8584
30,400,2.597,56653,2.8527
30,400,2.649,57341,2.8874
30,400,2.700,57261,2.8834
30,400,2.751,57341,2.8874
30,400,2.803,57341,2.8874
30,400,2.854,57245,2.8826
30,400,2.905,56989,2.8697
30,400,2.956,56845,2.8624
31,450,0.000,56781,2.8592
31,450,0.086,57037,2.8721
31,450,0.138,57085,2.8745
31,450,0.189,57021,2.8713
31,450,0.241,57133,2.8769
31,450,0.292,56621,2.8511
31,450,0.346,57341,2.8874
31,450,0.398,56877,2.8640
31,450,0.449,56813,2.8608
31,450,0.501,56653,2.8527
31,450,0.552,57069,2.8737
31,450,0.603,56989,2.8697
31,450,0.655,57069,2.8737
31,450,0.706,57101,2.8753
31,450,0.757,56605,2.8503
31,450,0.808,56461,2.8431
31,450,0.859,56781,2.8592
31,450,0.910,57261,2.8834
31,450,0.962,57341,2.8874
31,450,1.013,56861,2.8632
31,450,1.064,57341,2.8874
31,450,1.115,57325,2.8866
31,450,1.167,57261,2.8834
31,450,1.218,57117,2.8761
31,450,1.269,56893,2.8648
31,450,1.321,56797,2.8600
31,450,1.372,56861,2.8632
31,450,1.423,57021,2.8713
31,450,1.474,57149,2.8777
31,450,1.526,57117,2.8761
31,450,1.577,57261,2.8834
31,450,1.628,57229,2.8818
31,450,1.680,56925,2.8664
31,450,1.731,56845,2.8624
31,450,1.782,56893,2.8648
31,450,1.833,57502,2.8955
31,450,1.885,56685,2.8544
31,450,1.936,56909,2.8656
31,450,1.987,56813,2.8608
31,450,2.039,56973,2.8689
31,450,2.090,57005,2.8705
31,450,2.141,57341,2.8874
31,450,2.192,57245,2.8826
31,450,2.243,57229,2.8818
31,450,2.294,57165,2.8785
31,450,2.348,57341,2.8874
31,450,2.400,57229,2.8818
31,450,2.451,57101,2.8753
31,450,2.503,57454,2.8931
31,450,2.554,57341,2.8874
31,450,2.605,57245,2.8826
31,450,2.657,56925,2.8664
31,450,2.708,56765,2.8584
31,450,2.759,56621,2.8511
31,450,2.811,57309,2.8858
31,450,2.862,56893,2.8648
31,450,2.913,56733,2.8568
31,450,2.964,57245,2.8826
32,450,0.000,57197,2.8801
32,450,0.097,57325,2.8866
32,450,0.149,57374,2.8891
32,450,0.200,57021,2.8713
32,450,0.251,57309,2.8858
32,450,0.302,57213,2.8809
32,450,0.353,57085,2.8745
32,450,0.405,57149,2.8777
32,450,0.456,57293,2.8850
32,450,0.507,56941,2.8673
32,450,0.559,57550,2.8979
32,450,0.610,57390,2.8899
32,450,0.661,57069,2.8737
32,450,0.712,57261,2.8834
32,450,0.763,57117,2.8761
32,450,0.814,57341,2.8874
32,450,0.865,57534,2.8971
32,450,0.916,57133,2.8769
32,450,0.967,57438,2.8923
32,450,1.019,56941,2.8673
32,450,1.070,56941,2.8673
32,450,1.121,57454,2.8931
32,450,1.172,57710,2.9060
32,450,1.224,57229,2.8818
32,450,1.275,57550,2.8979
32,450,1.326,57550,2.8979
32,450,1.378,57341,2.8874
32,450,1.457,57197,2.8801
32,450,1.509,57341,2.8874
32,450,1.560,57630,2.9019
32,450,1.611,57646,2.9028
32,450,1.663,57630,2.9019
32,450,1.714,57101,2.8753
32,450,1.765,57341,2.8874
32,450,1.816,57341,2.8874
32,450,1.867,57021,2.8713
32,450,1.918,57181,2.8793
32,450,1.969,57341,2.8874
32,450,2.020,57678,2.9044
32,450,2.071,57550,2.8979
32,450,2.122,57598,2.9003
32,450,2.174,57422,2.8915
32,450,2.225,57454,2.8931
32,450,2.276,57374,2.8891
32,450,2.328,57534,2.8971
32,450,2.379,57486,2.8947
32,450,2.430,57502,2.8955
32,450,2.481,57358,2.8882
32,450,2.533,57245,2.8826
32,450,2.584,57710,2.9060
32,450,2.635,57341,2.8874
32,450,2.687,57662,2.9036
32,450,2.738,57341,2.8874
32,450,2.789,57133,2.8769
32,450,2.841,57582,2.8995
32,450,2.892,57101,2.8753
32,450,2.943,57502,2.8955
32,450,2.995,57341,2.8874
33,450,0.000,57534,2.8971
33,450,0.084,57358,2.8882
33,450,0.136,57149,2.8777
33,450,0.187,57646,2.9028
33,450,0.239,57053,2.8729
33,450,0.290,57614,2.9011
33,450,0.341,57438,2.8923
33,450,0.395,57422,2.8915
33,450,0.447,57197,2.8801
33,450,0.498,57486,2.8947
33,450,0.550,57406,2.8907
33,450,0.601,57325,2.8866
33,450,0.652,57341,2.8874
33,450,0.704,58014,2.9213
33,450,0.755,57229,2.8818
33,450,0.806,57886,2.9148
33,450,0.857,57678,2.9044
33,450,0.908,57502,2.8955
33,450,0.959,57822,2.9116
33,450,1.010,57341,2.8874
33,450,1.061,57181,2.8793
33,450,1.112,57341,2.8874
33,450,1.163,57341,2.8874
33,450,1.215,57742,2.9076
33,450,1.266,57341,2.8874
33,450,1.317,57341,2.8874
33,450,1.369,57277,2.8842
33,450,1.420,57502,2.8955
33,450,1.471,57742,2.9076
33,450,1.522,57341,2.8874
33,450,1.574,57486,2.8947
33,450,1.625,57550,2.8979
33,450,1.676,57678,2.9044
33,450,1.728,57374,2.8891
33,450,1.779,57325,2.8866
33,450,1.830,57358,2.8882
33,450,1.881,57630,2.9019
33,450,1.933,57678,2.9044
33,450,1.984,57598,2.9003
33,450,2.035,57341,2.8874
33,450,2.087,57181,2.8793
33,450,2.138,57374,2.8891
33,450,2.189,57325,2.8866
33,450,2.241,57374,2.8891
33,450,2.292,57293,2.8850
33,450,2.343,57341,2.8874
33,450,2.394,57229,2.8818
33,450,2.447,57550,2.8979
33,450,2.499,57678,2.9044
33,450,2.550,57341,2.8874
33,450,2.601,57550,2.8979
33,450,2.652,57390,2.8899
33,450,2.703,57406,2.8907
33,450,2.754,57550,2.8979
33,450,2.805,57245,2.8826
33,450,2.856,57934,2.9173
33,450,2.907,57950,2.9181
33,450,2.959,57358,2.8882
34,500,0.001,58670,2.9543
34,500,0.090,58574,2.9495
34,500,0.142,58558,2.9487
34,500,0.194,57998,2.9205
34,500,0.245,58286,2.9350
34,500,0.296,58670,2.9543
34,500,0.348,58094,2.9253
34,500,0.399,58510,2.9463
34,500,0.450,58206,2.9309
34,500,0.501,58430,2.9422
34,500,0.552,58590,2.9503
34,500,0.603,58078,2.9245
34,500,0.654,58382,2.9398
34,500,0.705,58238,2.9326
34,500,0.756,58590,2.9503
34,500,0.808,58814,2.9616
34,500,0.859,58638,2.9527
34,500,0.910,58830,2.9624
34,500,0.961,58094,2.9253
34,500,1.013,58686,2.9551
34,500,1.064,58830,2.9624
34,500,1.115,58382,2.9398
34,500,1.167,58350,2.9382
34,500,1.218,58526,2.9471
34,500,1.269,58926,2.9672
34,500,1.321,58734,2.9575
34,500,1.372,58702,2.9559
34,500,1.423,58894,2.9656
34,500,1.477,58286,2.9350
34,500,1.529,58894,2.9656
34,500,1.580,58798,2.9608
34,500,1.631,58318,2.9366
34,500,1.682,58142,2.9277
34,500,1.733,58126,2.9269
34,500,1.785,59054,2.9737
34,500,1.836,58382,2.9398
34,500,1.887,58718,2.9567
34,500,1.939,58254,2.9334
34,500,1.990,58030,2.9221
34,500,2.041,58078,2.9245
34,500,2.092,58526,2.9471
34,500,2.143,58558,2.9487
34,500,2.194,58430,2.9422
34,500,2.246,58014,2.9213
34,500,2.297,58526,2.9471
34,500,2.348,58574,2.9495
34,500,2.399,58206,2.9309
34,500,2.451,58574,2.9495
34,500,2.502,58206,2.9309
34,500,2.553,58590,2.9503
34,500,2.605,58158,2.9285
34,500,2.656,58606,2.9511
34,500,2.707,58654,2.9535
34,500,2.758,58670,2.9543
34,500,2.809,58350,2.9382
34,500,2.860,58830,2.9624
34,500,2.911,58526,2.9471
34,500,2.963,58830,2.9624
35,500,0.000,59198,2.9809
35,500,0.094,58814,2.9616
35,500,0.146,58734,2.9575
35,500,0.198,58606,2.9511
35,500,0.249,59118,2.9769
35,500,0.300,59294,2.9857
35,500,0.352,58638,2.9527
35,500,0.403,58670,2.9543
35,500,0.454,58942,2.9680
35,500,0.506,58862,2.9640
35,500,0.588,58654,2.9535
35,500,0.640,58958,2.9688
35,500,0.691,58446,2.9430
35,500,0.742,58478,2.9446
35,500,0.794,59086,2.9753
35,500,0.845,59086,2.9753
35,500,0.896,59246,2.9833
35,500,0.948,58542,2.9479
35,500,0.999,58478,2.9446
35,500,1.050,58894,2.9656
35,500,1.102,59278,2.9849
35,500,1.153,58910,2.9664
35,500,1.204,59022,2.9720
35,500,1.255,59246,2.9833
35,500,1.306,59230,2.9825
35,500,1.357,58766,2.9591
35,500,1.408,58702,2.9559
35,500,1.459,59294,2.9857
35,500,1.510,58622,2.9519
35,500,1.561,58654,2.9535
35,500,1.613,58814,2.9616
35,500,1.664,59278,2.9849
35,500,1.715,59214,2.9817
35,500,1.767,58862,2.9640
35,500,1.818,58702,2.9559
35,500,1.869,59182,2.9801
35,500,1.920,58830,2.9624
35,500,1.972,59038,2.9728
35,500,2.023,58814,2.9616
35,500,2.074,58766,2.9591
35,500,2.126,59086,2.9753
35,500,2.177,59422,2.9922
35,500,2.228,58542,2.9479
35,500,2.279,58910,2.9664
35,500,2.330,58798,2.9608
35,500,2.381,59118,2.9769
35,500,2.432,58526,2.9471
35,500,2.484,58894,2.9656
35,500,2.535,58782,2.9600
35,500,2.589,58798,2.9608
35,500,2.641,58990,2.9704
35,500,2.692,59358,2.9890
35,500,2.744,59150,2.9785
35,500,2.795,58638,2.9527
35,500,2.846,58974,2.9696
35,500,2.897,58878,2.9648
35,500,2.948,58686,2.9551
35,500,2.999,59358,2.9890
36,500,0.000,59182,2.9801
36,500,0.088,59150,2.9785
36,500,0.140,58590,2.9503
36,500,0.192,59166,2.9793
36,500,0.243,59198,2.9809
36,500,0.294,58702,2.9559
36,500,0.345,58942,2.9680
36,500,0.396,58638,2.9527
36,500,0.447,58574,2.9495
36,500,0.498,59358,2.9890
36,500,0.549,59150,2.9785
36,500,0.600,59038,2.9728
36,500,0.651,58990,2.9704
36,500,0.703,58926,2.9672
36,500,0.754,59102,2.9761
36,500,0.805,58670,2.9543
36,500,0.857,58382,2.9398
36,500,0.908,58958,2.9688
36,500,0.959,59454,2.9938
36,500,1.011,58670,2.9543
36,500,1.062,58846,2.9632
36,500,1.113,58606,2.9511
36,500,1.165,58574,2.9495
36,500,1.216,59150,2.9785
36,500,1.267,59022,2.9720
36,500,1.318,58926,2.9672
36,500,1.369,58846,2.9632
36,500,1.420,59262,2.9841
36,500,1.471,58830,2.9624
36,500,1.523,58942,2.9680
36,500,1.576,58574,2.9495
36,500,1.628,59086,2.9753
36,500,1.679,59182,2.9801
36,500,1.730,58814,2.9616
36,500,1.781,59470,2.9946
36,500,1.832,59454,2.9938
36,500,1.883,58718,2.9567
36,500,1.935,58942,2.9680
36,500,1.986,59310,2.9865
36,500,2.037,58718,2.9567
36,500,2.088,58654,2.9535
36,500,2.140,58782,2.9600
36,500,2.191,59086,2.9753
36,500,2.242,59022,2.9720
36,500,2.293,59342,2.9882
36,500,2.345,59326,2.9873
36,500,2.396,58574,2.9495
36,500,2.447,59278,2.9849
36,500,2.499,58670,2.9543
36,500,2.550,59054,2.9737
36,500,2.601,59406,2.9914
36,500,2.652,58974,2.9696
36,500,2.704,58958,2.9688
36,500,2.755,58878,2.9648
36,500,2.806,58894,2.9656
36,500,2.858,58766,2.9591
36,500,2.909,59118,2.9769
36,500,2.960,58670,2.9543
37,600,0.001,59246,2.9833
37,600,0.096,59166,2.9793
37,600,0.148,58670,2.9543
37,600,0.200,59294,2.9857
37,600,0.251,58862,2.9640
37,600,0.302,58990,2.9704
37,600,0.354,59374,2.9898
37,600,0.405,59342,2.9882
37,600,0.456,59422,2.9922
37,600,0.507,59278,2.9849
37,600,0.558,59278,2.9849
37,600,0.609,59742,3.0083
37,600,0.663,59406,2.9914
37,600,0.715,59086,2.9753
37,600,0.766,59406,2.9914
37,600,0.817,58894,2.9656
37,600,0.868,59054,2.9737
37,600,0.920,59598,3.0010
37,600,0.971,59182,2.9801
37,600,1.022,59070,2.9745
37,600,1.073,59182,2.9801
37,600,1.125,59038,2.9728
37,600,1.176,58910,2.9664
37,600,1.227,59118,2.9769
37,600,1.278,59326,2.9873
37,600,1.329,58990,2.9704
37,600,1.380,59166,2.9793
37,600,1.431,59278,2.9849
37,600,1.483,59054,2.9737
37,600,1.534,58846,2.9632
37,600,1.585,59614,3.0018
37,600,1.637,59342,2.9882
37,600,1.688,58734,2.9575
37,600,1.739,59326,2.9873
37,600,1.790,59406,2.9914
37,600,1.841,59230,2.9825
37,600,1.892,59342,2.9882
37,600,1.943,59310,2.9865
37,600,1.995,58974,2.9696
37,600,2.046,59358,2.9890
37,600,2.097,58830,2.9624
37,600,2.149,58910,2.9664
37,600,2.200,59470,2.9946
37,600,2.251,58846,2.9632
37,600,2.302,58830,2.9624
37,600,2.353,59550,2.9986
37,600,2.404,59054,2.9737
37,600,2.455,59662,3.0043
37,600,2.506,58766,2.9591
37,600,2.557,59614,3.0018
37,600,2.609,58718,2.9567
37,600,2.692,59230,2.9825
37,600,2.744,59278,2.9849
37,600,2.795,58942,2.9680
37,600,2.846,59454,2.9938
37,600,2.898,59598,3.0010
37,600,2.949,59166,2.9793
38,600,0.001,60094,3.0260
38,600,0.082,60110,3.0268
38,600,0.134,59598,3.0010
38,600,0.186,60334,3.0381
38,600,0.237,60238,3.0333
38,600,0.288,60222,3.0325
38,600,0.340,59998,3.0212
38,600,0.391,59966,3.0196
38,600,0.442,59790,3.0107
38,600,0.494,59902,3.0164
38,600,0.545,60206,3.0317
38,600,0.596,60494,3.0462
38,600,0.648,60414,3.0421
38,600,0.699,59998,3.0212
38,600,0.750,59838,3.0131
38,600,0.801,60254,3.0341
38,600,0.853,59918,3.0172
38,600,0.904,60222,3.0325
38,600,0.955,59966,3.0196
38,600,1.007,59790,3.0107
38,600,1.058,60350,3.0389
38,600,1.109,60190,3.0309
38,600,1.161,59726,3.0075
38,600,1.212,60222,3.0325
38,600,1.263,60350,3.0389
38,600,1.315,60190,3.0309
38,600,1.366,60254,3.0341
38,600,1.417,60366,3.0397
38,600,1.468,59678,3.0051
38,600,1.519,59710,3.0067
38,600,1.570,60526,3.0478
38,600,1.621,59966,3.0196
38,600,1.673,59870,3.0147
38,600,1.726,59886,3.0155
38,600,1.778,59678,3.0051
38,600,1.829,60078,3.0252
38,600,1.880,59742,3.0083
38,600,1.932,59870,3.0147
38,600,1.983,60078,3.0252
38,600,2.034,59902,3.0164
38,600,2.086,59886,3.0155
38,600,2.137,59742,3.0083
38,600,2.188,60110,3.0268
38,600,2.239,60094,3.0260
38,600,2.290,60126,3.0276
38,600,2.341,59614,3.0018
38,600,2.392,59694,3.0059
38,600,2.444,59774,3.0099
38,600,2.495,60350,3.0389
38,600,2.546,59806,3.0115
38,600,2.597,59790,3.0107
38,600,2.648,60142,3.0284
38,600,2.699,59934,3.0180
38,600,2.750,60302,3.0365
38,600,2.801,59822,3.0123
38,600,2.852,59726,3.0075
38,600,2.903,60094,3.0260
38,600,2.955,60302,3.0365
39,600,0.001,60334,3.0381
39,600,0.090,59934,3.0180
39,600,0.142,59918,3.0172
39,600,0.193,59758,3.0091
39,600,0.244,59886,3.0155
39,600,0.295,59998,3.0212
39,600,0.346,60094,3.0260
39,600,0.402,59902,3.0164
39,600,0.454,60014,3.0220
39,600,0.505,59742,3.0083
39,600,0.556,59806,3.0115
39,600,0.608,60046,3.0236
39,600,0.659,59886,3.0155
39,600,0.710,60462,3.0446
39,600,0.764,60014,3.0220
39,600,0.816,60046,3.0236
39,600,0.867,59870,3.0147
39,600,0.918,60526,3.0478
39,600,0.969,59710,3.0067
39,600,1.020,60142,3.0284
39,600,1.071,60334,3.0381
39,600,1.122,60190,3.0309
39,600,1.174,59758,3.0091
39,600,1.225,60398,3.0413
39,600,1.276,59982,3.0204
39,600,1.327,59790,3.0107
39,600,1.379,60462,3.0446
39,600,1.430,59854,3.0139
39,600,1.481,59758,3.0091
39,600,1.532,59742,3.0083
39,600,1.583,59838,3.0131
39,600,1.634,59694,3.0059
39,600,1.685,59742,3.0083
39,600,1.736,60238,3.0333
39,600,1.787,59982,3.0204
39,600,1.838,60222,3.0325
39,600,1.889,59854,3.0139
39,600,1.940,59870,3.0147
39,600,1.991,59854,3.0139
39,600,2.043,60094,3.0260
39,600,2.094,59870,3.0147
39,600,2.145,60078,3.0252
39,600,2.197,60078,3.0252
39,600,2.248,60350,3.0389
39,600,2.299,59598,3.0010
39,600,2.351,59886,3.0155
39,600,2.402,59854,3.0139
39,600,2.453,60270,3.0349
39,600,2.504,60046,3.0236
39,600,2.555,60302,3.0365
39,600,2.606,60590,3.0510
39,600,2.657,60334,3.0381
39,600,2.708,60350,3.0389
39,600,2.759,60334,3.0381
39,600,2.813,60126,3.0276
39,600,2.865,59934,3.0180
39,600,2.916,60430,3.0429
39,600,2.967,59918,3.0172
40,700,0.000,59582,3.0002
40,700,0.095,59614,3.0018
40,700,0.147,59534,2.9978
40,700,0.198,59278,2.9849
40,700,0.249,59838,3.0131
40,700,0.300,59438,2.9930
40,700,0.351,59470,2.9946
40,700,0.402,59838,3.0131
40,700,0.453,59534,2.9978
40,700,0.504,59422,2.9922
40,700,0.555,59742,3.0083
40,700,0.606,59838,3.0131
40,700,0.657,59742,3.0083
40,700,0.708,59758,3.0091
40,700,0.759,59854,3.0139
40,700,0.810,59406,2.9914
40,700,0.861,59838,3.0131
40,700,0.912,59870,3.0147
40,700,0.963,59950,3.0188
40,700,1.015,59742,3.0083
40,700,1.066,59918,3.0172
40,700,1.117,59694,3.0059
40,700,1.169,59822,3.0123
40,700,1.220,59726,3.0075
40,700,1.271,59934,3.0180
40,700,1.322,59774,3.0099
40,700,1.373,59598,3.0010
40,700,1.424,60318,3.0373
40,700,1.475,59438,2.9930
40,700,1.527,59934,3.0180
40,700,1.578,59598,3.0010
40,700,1.629,59838,3.0131
40,700,1.681,59662,3.0043
40,700,1.732,59726,3.0075
40,700,1.783,59934,3.0180
40,700,1.866,59806,3.0115
40,700,1.918,60190,3.0309
40,700,1.969,59566,2.9994
40,700,2.020,59886,3.0155
40,700,2.071,59486,2.9954
40,700,2.122,59598,3.0010
40,700,2.173,59694,3.0059
40,700,2.225,59998,3.0212
40,700,2.276,59678,3.0051
40,700,2.327,59982,3.0204
40,700,2.379,60238,3.0333
40,700,2.430,59966,3.0196
40,700,2.481,60222,3.0325
40,700,2.532,59902,3.0164
40,700,2.584,59630,3.0027
40,700,2.635,60094,3.0260
40,700,2.686,59598,3.0010
40,700,2.738,59726,3.0075
40,700,2.789,60014,3.0220
40,700,2.840,60286,3.0357
40,700,2.891,59934,3.0180
40,700,2.943,59886,3.0155
40,700,2.994,59454,2.9938
41,700,0.001,59966,3.0196
41,700,0.083,59822,3.0123
41,700,0.135,59502,2.9962
41,700,0.187,59950,3.0188
41,700,0.238,59982,3.0204
41,700,0.289,59662,3.0043
41,700,0.341,59758,3.0091
41,700,0.392,59630,3.0027
41,700,0.443,59822,3.0123
41,700,0.495,59870,3.0147
41,700,0.546,60094,3.0260
41,700,0.597,59550,2.9986
41,700,0.649,59950,3.0188
41,700,0.700,60014,3.0220
41,700,0.751,59566,2.9994
41,700,0.802,60062,3.0244
41,700,0.856,59806,3.0115
41,700,0.908,59934,3.0180
41,700,0.960,59582,3.0002
41,700,1.011,60014,3.0220
41,700,1.062,59470,2.9946
41,700,1.114,60062,3.0244
41,700,1.165,60382,3.0405
41,700,1.216,60126,3.0276
41,700,1.268,60174,3.0300
41,700,1.319,59710,3.0067
41,700,1.370,59422,2.9922
41,700,1.421,59726,3.0075
41,700,1.473,60126,3.0276
41,700,1.524,60206,3.0317
41,700,1.575,60190,3.0309
41,700,1.627,60046,3.0236
41,700,1.678,59566,2.9994
41,700,1.729,59822,3.0123
41,700,1.780,59662,3.0043
41,700,1.831,59486,2.9954
41,700,1.882,59742,3.0083
41,700,1.933,60062,3.0244
41,700,1.985,59422,2.9922
41,700,2.036,59982,3.0204
41,700,2.087,60222,3.0325
41,700,2.139,59934,3.0180
41,700,2.190,59902,3.0164
41,700,2.241,60110,3.0268
41,700,2.292,60206,3.0317
41,700,2.343,59806,3.0115
41,700,2.394,59934,3.0180
41,700,2.446,59870,3.0147
41,700,2.497,59470,2.9946
41,700,2.548,59566,2.9994
41,700,2.599,59678,3.0051
41,700,2.651,59822,3.0123
41,700,2.702,59470,2.9946
41,700,2.753,59614,3.0018
41,700,2.805,60062,3.0244
41,700,2.856,59982,3.0204
41,700,2.910,60222,3.0325
41,700,2.962,59790,3.0107
42,700,0.000,59838,3.0131
42,700,0.090,60222,3.0325
42,700,0.142,60414,3.0421
42,700,0.193,60142,3.0284
42,700,0.245,60558,3.0494
42,700,0.296,60398,3.0413
42,700,0.347,60382,3.0405
42,700,0.398,59966,3.0196
42,700,0.449,60110,3.0268
42,700,0.500,60654,3.0542
42,700,0.552,59934,3.0180
42,700,0.603,60046,3.0236
42,700,0.654,60126,3.0276
42,700,0.705,60686,3.0558
42,700,0.757,60334,3.0381
42,700,0.808,60046,3.0236
42,700,0.859,59806,3.0115
42,700,0.911,60366,3.0397
42,700,0.962,60078,3.0252
42,700,1.013,60526,3.0478
42,700,1.065,59966,3.0196
42,700,1.116,59966,3.0196
42,700,1.167,60478,3.0454
42,700,1.218,60350,3.0389
42,700,1.269,60110,3.0268
42,700,1.320,60494,3.0462
42,700,1.371,60094,3.0260
42,700,1.423,60510,3.0470
42,700,1.474,60510,3.0470
42,700,1.525,59838,3.0131
42,700,1.577,60510,3.0470
42,700,1.628,60366,3.0397
42,700,1.679,60302,3.0365
42,700,1.731,60318,3.0373
42,700,1.782,60110,3.0268
42,700,1.833,59870,3.0147
42,700,1.884,60622,3.0526
42,700,1.938,60590,3.0510
42,700,1.990,60302,3.0365
42,700,2.042,59854,3.0139
42,700,2.093,60110,3.0268
42,700,2.144,60494,3.0462
42,700,2.196,60158,3.0292
42,700,2.247,60590,3.0510
42,700,2.298,59998,3.0212
42,700,2.349,60462,3.0446
42,700,2.400,60318,3.0373
42,700,2.451,60126,3.0276
42,700,2.502,60238,3.0333
42,700,2.554,60382,3.0405
42,700,2.605,60350,3.0389
42,700,2.656,60190,3.0309
42,700,2.708,60814,3.0623
42,700,2.759,59886,3.0155
42,700,2.810,59934,3.0180
42,700,2.861,59854,3.0139
42,700,2.912,60574,3.0502
42,700,2.963,60142,3.0284
43,800,0.001,61230,3.0832
43,800,0.095,61230,3.0832
43,800,0.147,61022,3.0727
43,800,0.199,60606,3.0518
43,800,0.250,60910,3.0671
43,800,0.301,61358,3.0897
43,800,0.352,60782,3.0607
43,800,0.404,60638,3.0534
43,800,0.455,61166,3.0800
43,800,0.506,60638,3.0534
43,800,0.557,61278,3.0856
43,800,0.609,60942,3.0687
43,800,0.660,60846,3.0639
43,800,0.711,60974,3.0703
43,800,0.763,61006,3.0719
43,800,0.814,61246,3.0840
43,800,0.865,61038,3.0736
43,800,0.916,60622,3.0526
43,800,0.967,60830,3.0631
43,800,1.050,61214,3.0824
43,800,1.102,61070,3.0752
43,800,1.153,60734,3.0582
43,800,1.204,61342,3.0889
43,800,1.255,60686,3.0558
43,800,1.306,61102,3.0768
43,800,1.357,60782,3.0607
43,800,1.408,60862,3.0647
43,800,1.459,61118,3.0776
43,800,1.510,60766,3.0599
43,800,1.561,60894,3.0663
43,800,1.612,60846,3.0639
43,800,1.664,60846,3.0639
43,800,1.715,61198,3.0816
43,800,1.766,61102,3.0768
43,800,1.818,61246,3.0840
43,800,1.869,61134,3.0784
43,800,1.920,60846,3.0639
43,800,1.971,61006,3.0719
43,800,2.023,60766,3.0599
43,800,2.074,61278,3.0856
43,800,2.125,60814,3.0623
43,800,2.177,60702,3.0566
43,800,2.228,61022,3.0727
43,800,2.279,61262,3.0848
43,800,2.331,60686,3.0558
43,800,2.382,60878,3.0655
43,800,2.433,61118,3.0776
43,800,2.484,61006,3.0719
43,800,2.535,60942,3.0687
43,800,2.586,61006,3.0719
43,800,2.637,60830,3.0631
43,800,2.688,60958,3.0695
43,800,2.739,60814,3.0623
43,800,2.790,61102,3.0768
43,800,2.841,60846,3.0639
43,800,2.892,60574,3.0502
43,800,2.943,61182,3.0808
43,800,2.997,61166,3.0800
44,800,0.000,60974,3.0703
44,800,0.087,60830,3.0631
44,800,0.139,60990,3.0711
44,800,0.191,60846,3.0639
44,800,0.242,60654,3.0542
44,800,0.293,60702,3.0566
44,800,0.345,60766,3.0599
44,800,0.396,60926,3.0679
44,800,0.447,60638,3.0534
44,800,0.499,61038,3.0736
44,800,0.550,60734,3.0582
44,800,0.601,61166,3.0800
44,800,0.652,61134,3.0784
44,800,0.704,60894,3.0663
44,800,0.755,60718,3.0574
44,800,0.806,60990,3.0711
44,800,0.858,61150,3.0792
44,800,0.909,60734,3.0582
44,800,0.960,60494,3.0462
44,800,1.012,61102,3.0768
44,800,1.063,60974,3.0703
44,800,1.114,60638,3.0534
44,800,1.166,60830,3.0631
44,800,1.217,60974,3.0703
