object,motion,force,raw,voltage
beans,slide,1,336,0.0169
beans,slide,1,464,0.0234
beans,slide,1,320,0.0161
beans,slide,1,256,0.0129
beans,slide,1,336,0.0169
beans,slide,1,336,0.0169
beans,slide,1,320,0.0161
beans,slide,1,336,0.0169
beans,slide,1,160,0.0081
beans,slide,1,320,0.0161
beans,slide,1,304,0.0153
beans,slide,1,336,0.0169
beans,slide,1,272,0.0137
beans,slide,1,320,0.0161
beans,slide,1,336,0.0169
beans,slide,1,320,0.0161
beans,slide,1,320,0.0161
beans,slide,1,320,0.0161
beans,slide,1,320,0.0161
beans,slide,1,336,0.0169
beans,slide,1,304,0.0153
beans,slide,1,320,0.0161
beans,slide,1,320,0.0161
beans,slide,1,336,0.0169
beans,slide,1,320,0.0161
beans,slide,1,176,0.0089
beans,slide,1,336,0.0169
beans,slide,1,336,0.0169
beans,slide,1,336,0.0169
beans,slide,1,320,0.0161
beans,slide,1,336,0.0169
beans,slide,1,320,0.0161
beans,slide,1,304,0.0153
beans,slide,1,256,0.0129
beans,slide,1,336,0.0169
beans,slide,1,352,0.0177
beans,slide,1,336,0.0169
beans,slide,1,320,0.0161
beans,slide,1,320,0.0161
beans,slide,1,320,0.0161
beans,slide,1,304,0.0153
beans,slide,1,240,0.0121
beans,slide,1,672,0.0338
beans,slide,1,848,0.0427
beans,slide,1,336,0.0169
beans,slide,1,976,0.0491
beans,slide,1,912,0.0459
beans,slide,1,912,0.0459
beans,slide,1,1072,0.0540
beans,slide,1,912,0.0459
beans,rotate,1,240,0.0121
beans,rotate,1,320,0.0161
beans,rotate,1,256,0.0129
beans,rotate,1,320,0.0161
beans,rotate,1,336,0.0169
beans,rotate,1,320,0.0161
beans,rotate,1,320,0.0161
beans,rotate,1,336,0.0169
beans,rotate,1,336,0.0169
beans,rotate,1,448,0.0226
beans,rotate,1,288,0.0145
beans,rotate,1,320,0.0161
beans,rotate,1,320,0.0161
beans,rotate,1,608,0.0306
beans,rotate,1,592,0.0298
beans,rotate,1,320,0.0161
beans,rotate,1,336,0.0169
beans,rotate,1,320,0.0161
beans,rotate,1,320,0.0161
beans,rotate,1,336,0.0169
beans,rotate,1,176,0.0089
beans,rotate,1,640,0.0322
beans,rotate,1,320,0.0161
beans,rotate,1,320,0.0161
beans,rotate,1,320,0.0161
beans,rotate,1,192,0.0097
beans,rotate,1,336,0.0169
beans,rotate,1,272,0.0137
beans,rotate,1,208,0.0105
beans,rotate,1,320,0.0161
beans,rotate,1,704,0.0354
beans,rotate,1,896,0.0451
beans,rotate,1,1040,0.0524
beans,rotate,1,832,0.0419
beans,rotate,1,896,0.0451
beans,rotate,1,864,0.0435
beans,rotate,1,816,0.0411
beans,rotate,1,768,0.0387
beans,rotate,1,832,0.0419
beans,rotate,1,656,0.0330
beans,rotate,1,640,0.0322
beans,rotate,1,352,0.0177
beans,rotate,1,336,0.0169
beans,rotate,1,320,0.0161
beans,rotate,1,144,0.0073
beans,rotate,1,336,0.0169
beans,rotate,1,320,0.0161
beans,rotate,1,320,0.0161
beans,rotate,1,304,0.0153
beans,rotate,1,336,0.0169
beans,slide,2,57838,2.9124
beans,slide,2,57341,2.8874
beans,slide,2,57341,2.8874
beans,slide,2,57101,2.8753
beans,slide,2,54125,2.7255
beans,slide,2,51804,2.6086
beans,slide,2,51788,2.6078
beans,slide,2,52668,2.6521
beans,slide,2,53164,2.6771
beans,slide,2,52892,2.6634
beans,slide,2,53725,2.7053
beans,slide,2,54333,2.7359
beans,slide,2,54349,2.7367
beans,slide,2,55069,2.7730
beans,slide,2,55501,2.7947
beans,slide,2,54941,2.7665
beans,slide,2,55453,2.7923
beans,slide,2,54861,2.7625
beans,slide,2,55181,2.7786
beans,slide,2,54925,2.7657
beans,slide,2,55117,2.7754
beans,slide,2,55741,2.8068
beans,slide,2,56157,2.8278
beans,slide,2,55325,2.7859
beans,slide,2,55645,2.8020
beans,slide,2,56109,2.8254
beans,slide,2,56029,2.8213
beans,slide,2,55693,2.8044
beans,slide,2,56173,2.8286
beans,slide,2,56093,2.8246
beans,slide,2,56717,2.8560
beans,slide,2,57341,2.8874
beans,slide,2,57614,2.9011
beans,slide,2,58606,2.9511
beans,slide,2,58078,2.9245
beans,slide,2,58270,2.9342
beans,slide,2,58446,2.9430
beans,slide,2,58638,2.9527
beans,slide,2,58462,2.9438
beans,slide,2,58318,2.9366
beans,slide,2,58078,2.9245
beans,slide,2,58558,2.9487
beans,slide,2,58734,2.9575
beans,slide,2,59198,2.9809
beans,slide,2,59118,2.9769
beans,slide,2,58638,2.9527
beans,slide,2,58558,2.9487
beans,slide,2,59022,2.9720
beans,slide,2,58318,2.9366
beans,slide,2,58046,2.9229
beans,rotate,2,54829,2.7609
beans,rotate,2,54701,2.7545
beans,rotate,2,55341,2.7867
beans,rotate,2,55581,2.7988
beans,rotate,2,54877,2.7633
beans,rotate,2,54829,2.7609
beans,rotate,2,55197,2.7794
beans,rotate,2,55693,2.8044
beans,rotate,2,56557,2.8479
beans,rotate,2,56861,2.8632
beans,rotate,2,57309,2.8858
beans,rotate,2,57005,2.8705
beans,rotate,2,57742,2.9076
beans,rotate,2,57341,2.8874
beans,rotate,2,57341,2.8874
beans,rotate,2,57646,2.9028
beans,rotate,2,57341,2.8874
beans,rotate,2,57838,2.9124
beans,rotate,2,57341,2.8874
beans,rotate,2,57870,2.9140
beans,rotate,2,57694,2.9052
beans,rotate,2,57614,2.9011
beans,rotate,2,57854,2.9132
beans,rotate,2,57309,2.8858
beans,rotate,2,57470,2.8939
beans,rotate,2,57566,2.8987
beans,rotate,2,57598,2.9003
beans,rotate,2,57854,2.9132
beans,rotate,2,58334,2.9374
beans,rotate,2,58846,2.9632
beans,rotate,2,58718,2.9567
beans,rotate,2,58686,2.9551
beans,rotate,2,58334,2.9374
beans,rotate,2,58894,2.9656
beans,rotate,2,58334,2.9374
beans,rotate,2,59054,2.9737
beans,rotate,2,57822,2.9116
beans,rotate,2,57341,2.8874
beans,rotate,2,57341,2.8874
beans,rotate,2,57406,2.8907
beans,rotate,2,58206,2.9309
beans,rotate,2,58078,2.9245
beans,rotate,2,57518,2.8963
beans,rotate,2,58030,2.9221
beans,rotate,2,58334,2.9374
beans,rotate,2,58254,2.9334
beans,rotate,2,57742,2.9076
beans,rotate,2,57870,2.9140
beans,rotate,2,58894,2.9656
beans,rotate,2,58686,2.9551
beans,slide,3,59870,3.0147
beans,slide,3,60638,3.0534
beans,slide,3,60654,3.0542
beans,slide,3,60510,3.0470
beans,slide,3,60366,3.0397
beans,slide,3,60078,3.0252
beans,slide,3,60190,3.0309
beans,slide,3,60638,3.0534
beans,slide,3,60222,3.0325
beans,slide,3,60206,3.0317
beans,slide,3,60222,3.0325
beans,slide,3,60734,3.0582
beans,slide,3,60174,3.0300
beans,slide,3,60958,3.0695
beans,slide,3,60382,3.0405
beans,slide,3,60334,3.0381
beans,slide,3,60478,3.0454
beans,slide,3,60478,3.0454
beans,slide,3,60750,3.0591
beans,slide,3,60878,3.0655
beans,slide,3,60958,3.0695
beans,slide,3,60270,3.0349
beans,slide,3,60590,3.0510
beans,slide,3,60302,3.0365
beans,slide,3,60174,3.0300
beans,slide,3,60814,3.0623
beans,slide,3,60686,3.0558
beans,slide,3,60238,3.0333
beans,slide,3,60846,3.0639
beans,slide,3,60446,3.0437
beans,slide,3,60478,3.0454
beans,slide,3,60382,3.0405
beans,slide,3,60478,3.0454
beans,slide,3,60382,3.0405
beans,slide,3,60382,3.0405
beans,slide,3,60318,3.0373
beans,slide,3,60318,3.0373
beans,slide,3,61006,3.0719
beans,slide,3,60270,3.0349
beans,slide,3,60734,3.0582
beans,slide,3,60862,3.0647
beans,slide,3,61022,3.0727
beans,slide,3,60254,3.0341
beans,slide,3,60942,3.0687
beans,slide,3,60718,3.0574
beans,slide,3,60718,3.0574
beans,slide,3,60590,3.0510
beans,slide,3,60558,3.0494
beans,slide,3,60526,3.0478
beans,slide,3,60382,3.0405
beans,rotate,3,61038,3.0736
beans,rotate,3,61102,3.0768
beans,rotate,3,61471,3.0954
beans,rotate,3,61342,3.0889
beans,rotate,3,61086,3.0760
beans,rotate,3,61374,3.0905
beans,rotate,3,61374,3.0905
beans,rotate,3,61663,3.1050
beans,rotate,3,61006,3.0719
beans,rotate,3,61262,3.0848
beans,rotate,3,61022,3.0727
beans,rotate,3,61166,3.0800
beans,rotate,3,61583,3.1010
beans,rotate,3,61471,3.0954
beans,rotate,3,61390,3.0913
beans,rotate,3,61535,3.0986
beans,rotate,3,60878,3.0655
beans,rotate,3,61422,3.0929
beans,rotate,3,60926,3.0679
beans,rotate,3,61038,3.0736
beans,rotate,3,60974,3.0703
beans,rotate,3,60974,3.0703
beans,rotate,3,61262,3.0848
beans,rotate,3,60830,3.0631
beans,rotate,3,61118,3.0776
beans,rotate,3,60654,3.0542
beans,rotate,3,60910,3.0671
beans,rotate,3,61278,3.0856
beans,rotate,3,61150,3.0792
beans,rotate,3,61006,3.0719
beans,rotate,3,60686,3.0558
beans,rotate,3,61086,3.0760
beans,rotate,3,60542,3.0486
beans,rotate,3,61198,3.0816
beans,rotate,3,60814,3.0623
beans,rotate,3,60654,3.0542
beans,rotate,3,61455,3.0946
beans,rotate,3,61422,3.0929
beans,rotate,3,61358,3.0897
beans,rotate,3,61262,3.0848
beans,rotate,3,61599,3.1018
beans,rotate,3,61455,3.0946
beans,rotate,3,61118,3.0776
beans,rotate,3,61535,3.0986
beans,rotate,3,60862,3.0647
beans,rotate,3,60734,3.0582
beans,rotate,3,61086,3.0760
beans,rotate,3,61102,3.0768
beans,rotate,3,61070,3.0752
beans,rotate,3,60910,3.0671
ball,slide,1,960,0.0483
ball,slide,1,848,0.0427
ball,slide,1,864,0.0435
ball,slide,1,816,0.0411
ball,slide,1,784,0.0395
ball,slide,1,656,0.0330
ball,slide,1,656,0.0330
ball,slide,1,432,0.0218
ball,slide,1,336,0.0169
ball,slide,1,480,0.0242
ball,slide,1,288,0.0145
ball,slide,1,320,0.0161
ball,slide,1,320,0.0161
ball,slide,1,320,0.0161
ball,slide,1,384,0.0193
ball,slide,1,336,0.0169
ball,slide,1,304,0.0153
ball,slide,1,336,0.0169
ball,slide,1,432,0.0218
ball,slide,1,320,0.0161
ball,slide,1,336,0.0169
ball,slide,1,320,0.0161
ball,slide,1,304,0.0153
ball,slide,1,416,0.0209
ball,slide,1,320,0.0161
ball,slide,1,320,0.0161
ball,slide,1,336,0.0169
ball,slide,1,320,0.0161
ball,slide,1,336,0.0169
ball,slide,1,352,0.0177
ball,slide,1,304,0.0153
ball,slide,1,384,0.0193
ball,slide,1,320,0.0161
ball,slide,1,336,0.0169
ball,slide,1,320,0.0161
ball,slide,1,592,0.0298
ball,slide,1,640,0.0322
ball,slide,1,896,0.0451
ball,slide,1,896,0.0451
ball,slide,1,896,0.0451
ball,slide,1,832,0.0419
ball,slide,1,848,0.0427
ball,slide,1,704,0.0354
ball,slide,1,560,0.0282
ball,slide,1,480,0.0242
ball,slide,1,384,0.0193
ball,slide,1,320,0.0161
ball,slide,1,176,0.0089
ball,slide,1,320,0.0161
ball,slide,1,336,0.0169
ball,rotate,1,416,0.0209
ball,rotate,1,320,0.0161
ball,rotate,1,336,0.0169
ball,rotate,1,400,0.0201
ball,rotate,1,336,0.0169
ball,rotate,1,304,0.0153
ball,rotate,1,320,0.0161
ball,rotate,1,336,0.0169
ball,rotate,1,960,0.0483
ball,rotate,1,944,0.0475
ball,rotate,1,880,0.0443
ball,rotate,1,832,0.0419
ball,rotate,1,896,0.0451
ball,rotate,1,832,0.0419
ball,rotate,1,800,0.0403
ball,rotate,1,736,0.0371
ball,rotate,1,704,0.0354
ball,rotate,1,416,0.0209
ball,rotate,1,304,0.0153
ball,rotate,1,320,0.0161
ball,rotate,1,176,0.0089
ball,rotate,1,336,0.0169
ball,rotate,1,608,0.0306
ball,rotate,1,304,0.0153
ball,rotate,1,176,0.0089
ball,rotate,1,320,0.0161
ball,rotate,1,320,0.0161
ball,rotate,1,336,0.0169
ball,rotate,1,288,0.0145
ball,rotate,1,320,0.0161
ball,rotate,1,240,0.0121
ball,rotate,1,144,0.0073
ball,rotate,1,480,0.0242
ball,rotate,1,320,0.0161
ball,rotate,1,320,0.0161
ball,rotate,1,224,0.0113
ball,rotate,1,336,0.0169
ball,rotate,1,352,0.0177
ball,rotate,1,320,0.0161
ball,rotate,1,304,0.0153
ball,rotate,1,320,0.0161
ball,rotate,1,320,0.0161
ball,rotate,1,320,0.0161
ball,rotate,1,336,0.0169
ball,rotate,1,304,0.0153
ball,rotate,1,928,0.0467
ball,rotate,1,896,0.0451
ball,rotate,1,880,0.0443
ball,rotate,1,816,0.0411
ball,rotate,1,816,0.0411
ball,slide,2,53036,2.6706
ball,slide,2,41002,2.0646
ball,slide,2,26502,1.3345
ball,slide,2,32792,1.6512
ball,slide,2,37081,1.8672
ball,slide,2,33224,1.6730
ball,slide,2,33256,1.6746
ball,slide,2,29943,1.5078
ball,slide,2,27846,1.4022
ball,slide,2,14371,0.7236
ball,slide,2,336,0.0169
ball,slide,2,416,0.0209
ball,slide,2,320,0.0161
ball,slide,2,2480,0.1249
ball,slide,2,34904,1.7576
ball,slide,2,34264,1.7254
ball,slide,2,35176,1.7713
ball,slide,2,38041,1.9155
ball,slide,2,43978,2.2145
ball,slide,2,49708,2.5030
ball,slide,2,51004,2.5683
ball,slide,2,52172,2.6271
ball,slide,2,53100,2.6738
ball,slide,2,54349,2.7367
ball,slide,2,54333,2.7359
ball,slide,2,55197,2.7794
ball,slide,2,56493,2.8447
ball,slide,2,56509,2.8455
ball,slide,2,56381,2.8391
ball,slide,2,56525,2.8463
ball,slide,2,56909,2.8656
ball,slide,2,56861,2.8632
ball,slide,2,57341,2.8874
ball,slide,2,57181,2.8793
ball,slide,2,58046,2.9229
ball,slide,2,57838,2.9124
ball,slide,2,57742,2.9076
ball,slide,2,57646,2.9028
ball,slide,2,58270,2.9342
ball,slide,2,58190,2.9301
ball,slide,2,57790,2.9100
ball,slide,2,58414,2.9414
ball,slide,2,58702,2.9559
ball,slide,2,58654,2.9535
ball,slide,2,58078,2.9245
ball,slide,2,58542,2.9479
ball,slide,2,57886,2.9148
ball,slide,2,57950,2.9181
ball,slide,2,57341,2.8874
ball,slide,2,56813,2.8608
ball,rotate,2,58830,2.9624
ball,rotate,2,58558,2.9487
ball,rotate,2,58638,2.9527
ball,rotate,2,59310,2.9865
ball,rotate,2,58318,2.9366
ball,rotate,2,58462,2.9438
ball,rotate,2,58462,2.9438
ball,rotate,2,59166,2.9793
ball,rotate,2,58894,2.9656
ball,rotate,2,59086,2.9753
ball,rotate,2,58766,2.9591
ball,rotate,2,58478,2.9446
ball,rotate,2,58286,2.9350
ball,rotate,2,58126,2.9269
ball,rotate,2,58734,2.9575
ball,rotate,2,58830,2.9624
ball,rotate,2,58878,2.9648
ball,rotate,2,58910,2.9664
ball,rotate,2,58766,2.9591
ball,rotate,2,58702,2.9559
ball,rotate,2,58334,2.9374
ball,rotate,2,59070,2.9745
ball,rotate,2,58478,2.9446
ball,rotate,2,58318,2.9366
ball,rotate,2,58814,2.9616
ball,rotate,2,59118,2.9769
ball,rotate,2,58478,2.9446
ball,rotate,2,58974,2.9696
ball,rotate,2,58878,2.9648
ball,rotate,2,58286,2.9350
ball,rotate,2,58766,2.9591
ball,rotate,2,58318,2.9366
ball,rotate,2,58398,2.9406
ball,rotate,2,59294,2.9857
ball,rotate,2,59614,3.0018
ball,rotate,2,59182,2.9801
ball,rotate,2,59022,2.9720
ball,rotate,2,59022,2.9720
ball,rotate,2,59374,2.9898
ball,rotate,2,59102,2.9761
ball,rotate,2,59326,2.9873
ball,rotate,2,59326,2.9873
ball,rotate,2,59566,2.9994
ball,rotate,2,59758,3.0091
ball,rotate,2,59790,3.0107
ball,rotate,2,58654,2.9535
ball,rotate,2,59214,2.9817
ball,rotate,2,58846,2.9632
ball,rotate,2,59054,2.9737
ball,rotate,2,59230,2.9825
ball,slide,3,60686,3.0558
ball,slide,3,61471,3.0954
ball,slide,3,61198,3.0816
ball,slide,3,61406,3.0921
ball,slide,3,60862,3.0647
ball,slide,3,61326,3.0881
ball,slide,3,60622,3.0526
ball,slide,3,60750,3.0591
ball,slide,3,60622,3.0526
ball,slide,3,61038,3.0736
ball,slide,3,61422,3.0929
ball,slide,3,60862,3.0647
ball,slide,3,61294,3.0864
ball,slide,3,61134,3.0784
ball,slide,3,61038,3.0736
ball,slide,3,60878,3.0655
ball,slide,3,61390,3.0913
ball,slide,3,60750,3.0591
ball,slide,3,61711,3.1074
ball,slide,3,61278,3.0856
ball,slide,3,61503,3.0970
ball,slide,3,61038,3.0736
ball,slide,3,61230,3.0832
ball,slide,3,61262,3.0848
ball,slide,3,61455,3.0946
ball,slide,3,60894,3.0663
ball,slide,3,60894,3.0663
ball,slide,3,60654,3.0542
ball,slide,3,61038,3.0736
ball,slide,3,61743,3.1091
ball,slide,3,61230,3.0832
ball,slide,3,60910,3.0671
ball,slide,3,60974,3.0703
ball,slide,3,60974,3.0703
ball,slide,3,60878,3.0655
ball,slide,3,61535,3.0986
ball,slide,3,61615,3.1026
ball,slide,3,61262,3.0848
ball,slide,3,61150,3.0792
ball,slide,3,61711,3.1074
ball,slide,3,61118,3.0776
ball,slide,3,61374,3.0905
ball,slide,3,61246,3.0840
ball,slide,3,61278,3.0856
ball,slide,3,61246,3.0840
ball,slide,3,61567,3.1002
ball,slide,3,61471,3.0954
ball,slide,3,61631,3.1034
ball,slide,3,60846,3.0639
ball,slide,3,61022,3.0727
ball,rotate,3,61503,3.0970
ball,rotate,3,62047,3.1244
ball,rotate,3,62031,3.1236
ball,rotate,3,61743,3.1091
ball,rotate,3,62111,3.1276
ball,rotate,3,61278,3.0856
ball,rotate,3,62143,3.1292
ball,rotate,3,61438,3.0937
ball,rotate,3,61871,3.1155
ball,rotate,3,61294,3.0864
ball,rotate,3,62143,3.1292
ball,rotate,3,61342,3.0889
ball,rotate,3,61438,3.0937
ball,rotate,3,62111,3.1276
ball,rotate,3,61743,3.1091
ball,rotate,3,62191,3.1316
ball,rotate,3,61983,3.1211
ball,rotate,3,61647,3.1042
ball,rotate,3,61615,3.1026
ball,rotate,3,61807,3.1123
ball,rotate,3,61839,3.1139
ball,rotate,3,61855,3.1147
ball,rotate,3,61615,3.1026
ball,rotate,3,61615,3.1026
ball,rotate,3,61663,3.1050
ball,rotate,3,61743,3.1091
ball,rotate,3,61775,3.1107
ball,rotate,3,62095,3.1268
ball,rotate,3,61759,3.1099
ball,rotate,3,62207,3.1324
ball,rotate,3,61599,3.1018
ball,rotate,3,62095,3.1268
ball,rotate,3,62255,3.1348
ball,rotate,3,61983,3.1211
ball,rotate,3,61615,3.1026
ball,rotate,3,61919,3.1179
ball,rotate,3,62159,3.1300
ball,rotate,3,62143,3.1292
ball,rotate,3,61727,3.1082
ball,rotate,3,61967,3.1203
ball,rotate,3,61775,3.1107
ball,rotate,3,61791,3.1115
ball,rotate,3,62015,3.1228
ball,rotate,3,62303,3.1373
ball,rotate,3,61631,3.1034
ball,rotate,3,61775,3.1107
ball,rotate,3,62207,3.1324
ball,rotate,3,61599,3.1018
ball,rotate,3,61663,3.1050
ball,rotate,3,61759,3.1099
sponge,slide,1,832,0.0419
sponge,slide,1,800,0.0403
sponge,slide,1,720,0.0363
sponge,slide,1,640,0.0322
sponge,slide,1,560,0.0282
sponge,slide,1,176,0.0089
sponge,slide,1,320,0.0161
sponge,slide,1,320,0.0161
sponge,slide,1,320,0.0161
sponge,slide,1,624,0.0314
sponge,slide,1,320,0.0161
sponge,slide,1,320,0.0161
sponge,slide,1,320,0.0161
sponge,slide,1,320,0.0161
sponge,slide,1,320,0.0161
sponge,slide,1,288,0.0145
sponge,slide,1,320,0.0161
sponge,slide,1,384,0.0193
sponge,slide,1,384,0.0193
sponge,slide,1,384,0.0193
sponge,slide,1,304,0.0153
sponge,slide,1,336,0.0169
sponge,slide,1,336,0.0169
sponge,slide,1,512,0.0258
sponge,slide,1,336,0.0169
sponge,slide,1,304,0.0153
sponge,slide,1,320,0.0161
sponge,slide,1,320,0.0161
sponge,slide,1,352,0.0177
sponge,slide,1,608,0.0306
sponge,slide,1,976,0.0491
sponge,slide,1,912,0.0459
sponge,slide,1,848,0.0427
sponge,slide,1,816,0.0411
sponge,slide,1,848,0.0427
sponge,slide,1,656,0.0330
sponge,slide,1,576,0.0290
sponge,slide,1,672,0.0338
sponge,slide,1,560,0.0282
sponge,slide,1,640,0.0322
sponge,slide,1,336,0.0169
sponge,slide,1,272,0.0137
sponge,slide,1,304,0.0153
sponge,slide,1,320,0.0161
sponge,slide,1,320,0.0161
sponge,slide,1,320,0.0161
sponge,slide,1,320,0.0161
sponge,slide,1,368,0.0185
sponge,slide,1,320,0.0161
sponge,slide,1,320,0.0161
sponge,rotate,1,384,0.0193
sponge,rotate,1,320,0.0161
sponge,rotate,1,288,0.0145
sponge,rotate,1,320,0.0161
sponge,rotate,1,320,0.0161
sponge,rotate,1,320,0.0161
sponge,rotate,1,320,0.0161
sponge,rotate,1,320,0.0161
sponge,rotate,1,320,0.0161
sponge,rotate,1,320,0.0161
sponge,rotate,1,320,0.0161
sponge,rotate,1,320,0.0161
sponge,rotate,1,336,0.0169
sponge,rotate,1,336,0.0169
sponge,rotate,1,320,0.0161
sponge,rotate,1,320,0.0161
sponge,rotate,1,320,0.0161
sponge,rotate,1,320,0.0161
sponge,rotate,1,320,0.0161
sponge,rotate,1,336,0.0169
sponge,rotate,1,336,0.0169
sponge,rotate,1,320,0.0161
sponge,rotate,1,800,0.0403
sponge,rotate,1,832,0.0419
sponge,rotate,1,864,0.0435
sponge,rotate,1,800,0.0403
sponge,rotate,1,784,0.0395
sponge,rotate,1,784,0.0395
sponge,rotate,1,640,0.0322
sponge,rotate,1,672,0.0338
sponge,rotate,1,448,0.0226
sponge,rotate,1,592,0.0298
sponge,rotate,1,320,0.0161
sponge,rotate,1,320,0.0161
sponge,rotate,1,352,0.0177
sponge,rotate,1,320,0.0161
sponge,rotate,1,320,0.0161
sponge,rotate,1,336,0.0169
sponge,rotate,1,320,0.0161
sponge,rotate,1,624,0.0314
sponge,rotate,1,160,0.0081
sponge,rotate,1,320,0.0161
sponge,rotate,1,320,0.0161
sponge,rotate,1,320,0.0161
sponge,rotate,1,336,0.0169
sponge,rotate,1,336,0.0169
sponge,rotate,1,320,0.0161
sponge,rotate,1,352,0.0177
sponge,rotate,1,640,0.0322
sponge,rotate,1,320,0.0161
sponge,slide,2,384,0.0193
sponge,slide,2,6625,0.3336
sponge,slide,2,6193,0.3118
sponge,slide,2,320,0.0161
sponge,slide,2,928,0.0467
sponge,slide,2,12355,0.6221
sponge,slide,2,17236,0.8679
sponge,slide,2,21557,1.0855
sponge,slide,2,31655,1.5940
sponge,slide,2,40073,2.0179
sponge,slide,2,43866,2.2089
sponge,slide,2,45355,2.2838
sponge,slide,2,45147,2.2734
sponge,slide,2,45355,2.2838
sponge,slide,2,46043,2.3185
sponge,slide,2,46795,2.3564
sponge,slide,2,48395,2.4369
sponge,slide,2,50492,2.5425
sponge,slide,2,51100,2.5731
sponge,slide,2,50524,2.5441
sponge,slide,2,50412,2.5385
sponge,slide,2,51804,2.6086
sponge,slide,2,52796,2.6585
sponge,slide,2,53901,2.7142
sponge,slide,2,53981,2.7182
sponge,slide,2,54157,2.7271
sponge,slide,2,53373,2.6876
sponge,slide,2,53469,2.6924
sponge,slide,2,53597,2.6989
sponge,slide,2,53389,2.6884
sponge,slide,2,52652,2.6513
sponge,slide,2,51996,2.6182
sponge,slide,2,51484,2.5925
sponge,slide,2,51868,2.6118
sponge,slide,2,52508,2.6440
sponge,slide,2,52508,2.6440
sponge,slide,2,51692,2.6029
sponge,slide,2,52300,2.6336
sponge,slide,2,51788,2.6078
sponge,slide,2,52236,2.6303
sponge,slide,2,51948,2.6158
sponge,slide,2,51884,2.6126
sponge,slide,2,51612,2.5989
sponge,slide,2,51084,2.5723
sponge,slide,2,50892,2.5627
sponge,slide,2,51164,2.5764
sponge,slide,2,51340,2.5852
sponge,slide,2,50476,2.5417
sponge,slide,2,50364,2.5361
sponge,slide,2,50732,2.5546
sponge,rotate,2,46251,2.3290
sponge,rotate,2,47819,2.4079
sponge,rotate,2,47259,2.3797
sponge,rotate,2,48683,2.4514
sponge,rotate,2,50012,2.5183
sponge,rotate,2,49980,2.5167
sponge,rotate,2,50780,2.5570
sponge,rotate,2,50956,2.5659
sponge,rotate,2,51852,2.6110
sponge,rotate,2,50780,2.5570
sponge,rotate,2,51020,2.5691
sponge,rotate,2,50988,2.5675
sponge,rotate,2,51372,2.5868
sponge,rotate,2,51340,2.5852
